İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Yakıt Tipi,Yetkili Ofis,Cephe,Site İçerisinde,Depozito,Krediye Uygunluk,Tapu Durumu,Takas
126170-472,30-03-2023,None,None,1 + 1,"
                          75 m2
                        ",18. Kat,5 Yaşında,Kombi,19 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,450 TL,Doğalgaz,Evet,Güney,,,,,
1770-23383,30-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,28 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",,,,,
0-40555384,31-03-2023,None,None,3 + 1,"
                          160 m2
                        ",5. Kat,8 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,,Güney,,22.000 TL,,,
44312-3593,28-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Yüksek Giriş,10 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Güney, Batı",,20.000 TL,,,
3676-6695,29-03-2023,None,None,3 + 1,"
                          140 m2
                        ",4. Kat,31 Yaşında,Merkezi,4 Katlı,,1,,,Boş,,,Evet,,,,,,
77929-2440,30-03-2023,None,None,3 + 1,"
                          130 m2
                        ",Bahçe Katı,30 Yaşında,Merkezi,6 Katlı,Eşyalı,2,,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,,,,
33336-1883,31-03-2023,None,None,1 + 1,"
                          65 m2
                        ",Bahçe Katı,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,Doğalgaz,Evet,,,,,,
35838-2790,28-03-2023,None,None,2 + 1,"
                          100 m2
                        ",3. Kat,23 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,Güney,,9.000 TL,,,
2216-6113,27-03-2023,None,None,2 + 1,"
                          95 m2
                        ",Yüksek Giriş,26 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Kiracılı,,,,Güney,,,Uygun değil,,
23474-33457,30-03-2023,None,None,3 + 1,"
                          140 m2
                        ",2. Kat,36 Yaşında,Merkezi,9 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
39781-4663,30-03-2023,None,None,1 + 1,"
                          70 m2
                        ",2. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,,,20.000 TL,,,
36118-15999,29-03-2023,None,None,4 + 1,"
                          250 m2
                        ",2. Kat,37 Yaşında,Klima,3 Katlı,Eşyalı,2,Betonarme,İkinci El,Mülk Sahibi,1.200 TL,Elektrik,Evet,"Güney, Doğu",,80.000 TL,,,
77755-1481,31-03-2023,None,None,1 + 1,"
                          54 m2
                        ",9. Kat,2 Yaşında,Kombi,40 Katlı,Eşyalı,1,Betonarme,,Kiracılı,2.331 TL,Doğalgaz,Evet,,,,,,
80027-432,30-03-2023,None,None,1 + 1,"
                          60 m2
                        ",1. Kat,4 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,200 TL,Doğalgaz,,,,17.000 TL,,,
22475-2574,31-03-2023,None,None,1 + 0,"
                          50 m2
                        ",En Üst Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,Kagir,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,13.000 TL,,,
40208-2018,31-03-2023,None,None,1 + 1,"
                          70 m2
                        ",1. Kat,5 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,,,,,,
8574-1996,25-03-2023,None,None,2 + 1,"
                          110 m2
                        ",3. Kat,24 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Güney, Doğu",,30.000 TL,,,
42326-320,28-03-2023,None,None,3 + 1,"
                          145 m2
                        ",3. Kat,11 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,Boş,400 TL,,,Güney,Taç Konut Yapı Kooperatifi,,Uygun değil,,
124862-391,29-03-2023,None,None,2 + 1,"
                          100 m2
                        ",17. Kat,7 Yaşında,Merkezi (Pay Ölçer),27 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
105759-395,29-03-2023,None,None,2 + 1,"
                          86 m2
                        ",Yüksek Giriş,11 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,Boş,1 TL,,,"Güney, Doğu",,,Uygun değil,,
37639-659,30-03-2023,None,None,1 + 1,"
                          40 m2
                        ",Kot 2,10 Yaşında,Kombi,7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,Batı,,7.000 TL,,,
66056-8395,30-03-2023,None,None,3 + 1,"
                          125 m2
                        ",3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
115150-284,29-03-2023,None,None,2 + 1,"
                          80 m2
                        ",3. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,20 TL,Doğalgaz,Evet,Doğu,,15.000 TL,,,
16577-1206,31-03-2023,None,None,2 + 1,"
                          75 m2
                        ",3. Kat,50 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,40 TL,Doğalgaz,Evet,Güney,,12.000 TL,,,
5459-4769,24-03-2023,None,None,3 + 1,"
                          140 m2
                        ",2. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
30863-8694,27-03-2023,None,None,3 + 1,"
                          120 m2
                        ",1. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney, Doğu",,19.000 TL,,,
88546-3862,24-03-2023,None,None,3 + 1,"
                          130 m2
                        ",1. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu",,,,,
79030-563,30-03-2023,None,None,1 + 1,"
                          78 m2
                        ",Ara Kat,1 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,1.500 TL,Doğalgaz,Evet,Batı,,40.000 TL,,,
4355-132857,31-03-2023,None,None,3 + 1,"
                          150 m2
                        ",2. Kat,27 Yaşında,Kombi,6 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,150 TL,Doğalgaz,Evet,Güney,,10.000 TL,,,
3447-20156,28-03-2023,None,None,2 + 1,"
                          95 m2
                        ",2. Kat,7 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Güney, Doğu",,12.475 TL,,,
104642-2047,26-03-2023,None,None,3 + 1,"
                          150 m2
                        ",3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,,,,,Doğalgaz,Evet,"Güney, Batı",,,,,
17780-18666,28-03-2023,None,None,6 + 2,"
                          380 m2
                        ",2. Kat,20 Yaşında,Kombi,3 Katlı,Eşyalı Değil,6,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu",,,,,
4312-4728,28-03-2023,None,None,2 + 1,"
                          80 m2
                        ",Yüksek Giriş,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,8.750 TL,,,
33600-49699,30-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Mülk Sahibi,600 TL,Doğalgaz,Evet,Doğu,,60.000 TL,,,
92811-272,30-03-2023,None,None,2 + 1,"
                          95 m2
                        ",4. Kat,26 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,60 TL,Doğalgaz,Evet,,,12.000 TL,,,
15819-313,28-03-2023,None,None,3 + 1,"
                          180 m2
                        ",1. Kat,25 Yaşında,Merkezi,6 Katlı,,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,100.000 TL,,,
4497-3783,27-03-2023,None,None,1 + 1,"
                          75 m2
                        ",Giriş Katı,40 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,,,Evet,,,30.000 TL,,,
1361-16995,30-03-2023,None,None,3 + 1,"
                          140 m2
                        ",3. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,500 TL,Doğalgaz,Evet,,,,,,
77099-5862,29-03-2023,None,None,2 + 1,"
                          85 m2
                        ",2. Kat,38 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,45 TL,Doğalgaz,Evet,Güney,,10.000 TL,,,
34488-4904,31-03-2023,None,None,1 + 1,"
                          65 m2
                        ",3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,2.000 TL,Doğalgaz,Evet,,,14.500 TL,,,
2328-10124,29-03-2023,None,None,3 + 1,"
                          130 m2
                        ",2. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu, Batı",,,,,
71777-1098,30-03-2023,None,None,2 + 1,"
                          80 m2
                        ",Çatı Katı,14 Yaşında,Isıtma Yok,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,Elektrik,,Güney,,,,,
15024-248,30-03-2023,None,None,2 + 1,"
                          95 m2
                        ",9. Kat,1 Yaşında,Kombi,15 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,1 TL,Doğalgaz,Evet,Güney,,25.000 TL,,,
24301-10862,31-03-2023,None,None,1 + 1,"
                          60 m2
                        ",4. Kat,60 Yaşında,Kombi,4 Katlı,Eşyalı,1,Kagir,,Boş,,Doğalgaz,Evet,,,13.000 TL,,,
45929-1644,30-03-2023,None,None,2 + 1,"
                          100 m2
                        ",1. Kat,3 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,,150 TL,Doğalgaz,,,,,,,
19631-1924,31-03-2023,None,None,2 + 1,"
                          80 m2
                        ",1. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,14.000 TL,,,
110844-4560,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,60 TL,Doğalgaz,Evet,"Güney, Batı",,22.000 TL,,,
50569-4991,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",Ara Kat,31 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
43996-20054,30-03-2023,None,None,2 + 1,"
                          70 m2
                        ",2. Kat,2 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,50 TL,Doğalgaz,Evet,"Güney, Doğu",,10.000 TL,,,
3568-7816,30-03-2023,None,None,2 + 1,"
                          129 m2
                        ",11. Kat,2 Yaşında,Klima,16 Katlı,Eşyalı Değil,1,,İkinci El,Boş,,Elektrik,Evet,,Evet (Site Adı Belirtilmemiş),40.000 TL,Uygun değil,,Hayır
1739-6031,28-03-2023,None,None,2 + 1,"
                          110 m2
                        ",Yüksek Giriş,40 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,750 TL,Doğalgaz,Evet,Güney,,20.000 TL,,,
32039-8012,24-03-2023,None,None,2 + 1,"
                          90 m2
                        ",4. Kat,30 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
132813-134,24-03-2023,None,None,1 + 1,"
                          85 m2
                        ",Ara Kat,10 Yaşında,Kombi,15 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,20 TL,Doğalgaz,Evet,"Kuzey, Güney",Rüya Nefes Evleri,15.000 TL,,,
133547-71,29-03-2023,None,None,2 + 1,"
                          95 m2
                        ",4. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,9.000 TL,,,
0-40526082,26-03-2023,None,None,3 + 1,"
                          160 m2
                        ",2. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,200 TL,Doğalgaz,,Doğu,"Köseoğlu Siteleri (İstanbul, Büyükçekmece, 19 Mayıs)",900 TL,,,
0-40525392,25-03-2023,None,None,2 + 1,"
                          100 m2
                        ",Ara Kat,10 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,35 TL,Doğalgaz,,"Kuzey, Güney",,14.000 TL,,,
129433-46,28-03-2023,None,None,3 + 1,"
                          130 m2
                        ",12. Kat,20 Yaşında,Kombi,20 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,450 TL,Doğalgaz,Evet,"Güney, Doğu",özgöller,25.000 TL,,,
125358-153,27-03-2023,None,None,2 + 1,"
                          100 m2
                        ",2. Kat,2 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,75 TL,,,Güney,,,Uygun değil,,
119878-297,28-03-2023,None,None,3 + 1,"
                          150 m2
                        ",4. Kat,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,,,,Güney,,,,,
131017-30,24-03-2023,None,None,1 + 1,"
                          70 m2
                        ",2. Kat,1 Yaşında,Merkezi (Pay Ölçer),22 Katlı,Eşyalı Değil,1,,,Boş,,,,Güney,,30.000 TL,,,
132733-216,30-03-2023,None,None,2 + 1,"
                          120 m2
                        ",3. Kat,5 Yaşında,Kombi,15 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,1.000 TL,Doğalgaz,Evet,,,12.000 TL,,,
126361-474,29-03-2023,None,None,1 + 1,"
                          70 m2
                        ",Bahçe Katı,31 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,,,,,,,
69537-77784,31-03-2023,None,None,3 + 1,"
                          170 m2
                        ",Ara Kat,10 Yaşında,Merkezi (Pay Ölçer),15 Katlı,,2,Betonarme,Sıfır,Boş,2.000 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",Vadi İstanbul Teras,140.000 TL,,,
72767-473,30-03-2023,None,None,2 + 1,"
                          95 m2
                        ",4. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Kuzey, Batı",,20.000 TL,,,
97167-1089,30-03-2023,None,None,3 + 1,"
                          187 m2
                        ",21 ve üzeri,5 Yaşında,Fancoil Ünitesi,30 Katlı,Eşyalı,2,,,Boş,,,,"Kuzey, Güney, Doğu, Batı",Ağaoğlu Maslak 1453,,Uygun değil,,
86305-909,25-03-2023,None,None,1 + 1,"
                          100 m2
                        ",5. Kat,16 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,1,,,Boş,4.5 TL,,,,Polat Tower Residence,,Uygun değil,,
128762-79,30-03-2023,None,None,1 + 1,"
                          70 m2
                        ",Ara Kat,7 Yaşında,Merkezi (Pay Ölçer),5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Doğu,Gülpark Yaşam Evleri,14.000 TL,,,
13582-2711,30-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Çatı Katı,6 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,"Güney, Doğu, Batı",,9.500 TL,,,
123183-83,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",2. Kat,31 Yaşında,Kombi,5 Katlı,Eşyalı,2,,,Boş,50 TL,,,Güney,,,Uygun değil,,
110909-444,30-03-2023,None,None,3 + 1,"
                          165 m2
                        ",3. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,,,,,,,,,,,,
4535-6198,27-03-2023,None,None,1 + 1,"
                          100 m2
                        ",2. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,75 TL,Doğalgaz,,"Güney, Batı",,12.000 TL,,,
85708-3025,31-03-2023,None,None,2 + 1,"
                          90 m2
                        ",3. Kat,28 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,30 TL,Doğalgaz,Evet,Güney,,15.100 TL,,,
692418-481,30-03-2023,None,None,3 + 1,"
                          95 m2
                        ",2. Kat,38 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Kuzey, Doğu, Batı",,15.000 TL,,,
19996-3886,29-03-2023,None,None,3 + 1,"
                          95 m2
                        ",4. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Doğu, Batı",,12.000 TL,,,
24340-4797,27-03-2023,None,None,1 + 1,"
                          85 m2
                        ",3. Kat,Sıfır Bina,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,Doğalgaz,Evet,"Kuzey, Doğu",,,,,
12889-1750,25-03-2023,None,None,2 + 1,"
                          85 m2
                        ",3. Kat,12 Yaşında,Kombi,9 Katlı,,1,Betonarme,İkinci El,Boş,750 TL,Doğalgaz,,"Güney, Batı",,9.000 TL,,,
24811-27669,28-03-2023,None,None,4 + 1,"
                          160 m2
                        ",8. Kat,31 Yaşında,Merkezi,8 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,733 TL,Doğalgaz,,,,,,,
4616-630,30-03-2023,None,None,2 + 1,"
                          80 m2
                        ",6. Kat,29 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
106678-933,25-03-2023,None,None,3 + 1,"
                          180 m2
                        ",1. Kat,28 Yaşında,Kombi,12 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,600 TL,Doğalgaz,Evet,"Kuzey, Doğu",Jetkent 1 Sitesi,,,,
134254-48,30-03-2023,None,None,3 + 1,"
                          145 m2
                        ",1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,20 TL,,,
25165-5414,29-03-2023,None,None,2 + 1,"
                          80 m2
                        ",Kot 1,40 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,Güney,,15.000 TL,,,
78519-8274,25-03-2023,None,None,3 + 1,"
                          135 m2
                        ",2. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,"Kuzey, Güney, Doğu, Batı",,,,,
135274-39,27-03-2023,None,None,3 + 1,"
                          120 m2
                        ",Bahçe Katı,21 Yaşında,Kombi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,7.500 TL,,,
73540-9928,29-03-2023,None,None,3 + 1,"
                          120 m2
                        ",3. Kat,4 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,70 TL,Doğalgaz,Evet,"Güney, Doğu",,,,,
5575-12640,30-03-2023,None,None,4 + 1,"
                          240 m2
                        ",Ara Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,Doğalgaz,,Güney,Evet (Site Adı Belirtilmemiş),,,,
128289-240,25-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Yüksek Giriş,25 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,,17.000 TL,,,
70897-3352,27-03-2023,None,None,3 + 1,"
                          140 m2
                        ",3. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,Doğalgaz,,,,30.000 TL,,,
81137-8089,28-03-2023,None,None,2 + 1,"
                          77 m2
                        ",21 ve üzeri,7 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,,Ağaoğlu My Home Maslak,,,,
120150-621,29-03-2023,None,None,2 + 1,"
                          110 m2
                        ",4. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,,"Kuzey, Güney",,10.000 TL,,,
45495-2737,28-03-2023,None,None,2 + 1,"
                          105 m2
                        ",3. Kat,36 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Batı",,12.000 TL,,,
1358-3488,29-03-2023,None,None,4 + 1,"
                          200 m2
                        ",Ara Kat,31 Yaşında,Merkezi,5 Katlı,Eşyalı,2,Betonarme,,Boş,,Doğalgaz,Evet,,,,,,
32918-5798,27-03-2023,None,None,3 + 1,"
                          135 m2
                        ",4. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,Doğalgaz,,Güney,,,,,
70574-828,28-03-2023,None,None,3 + 1,"
                          140 m2
                        ",1. Kat,12 Yaşında,Kombi,2 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,21.000 TL,,,
47388-1584,28-03-2023,None,None,1 + 1,"
                          55 m2
                        ",Yarı Bodrum,40 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,100 TL,Doğalgaz,Evet,,,9.000 TL,,,
42477-437,28-03-2023,None,None,3 + 1,"
                          125 m2
                        ",En Üst Kat,40 Yaşında,Belirtilmemiş,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,200 TL,Elektrik,Evet,"Kuzey, Doğu",,10.000 TL,,,
32754-3174,27-03-2023,None,None,3 + 1,"
                          150 m2
                        ",1. Kat,35 Yaşında,Kombi,2 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,200 TL,Doğalgaz,Evet,"Güney, Doğu",,65.000 TL,,,
10072-4439,27-03-2023,None,None,2 + 1,"
                          105 m2
                        ",Giriş Katı,35 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,750 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu",,30.000 TL,,,
132072-104,27-03-2023,None,None,1 + 1,"
                          45 m2
                        ",Kot 1,13 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,Doğalgaz,Evet,"Kuzey, Güney, Doğu, Batı",,1 TL,,,
1006-18456,31-03-2023,None,None,2 + 1,"
                          95 m2
                        ",7. Kat,5 Yaşında,Kombi,10 Katlı,Eşyalı Değil,1,,İkinci El,Boş,,Doğalgaz,Evet,,,,,,
21278-9159,30-03-2023,None,None,2 + 1,"
                          100 m2
                        ",4. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,15.000 TL,,,
4230-1341,30-03-2023,None,None,2 + 1,"
                          100 m2
                        ",6. Kat,51 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Doğu, Batı",,50.000 TL,,,
9132-2488,31-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Bahçe Katı,15 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Güney, Doğu, Batı",,,,,
84088-3857,27-03-2023,None,None,1 + 1,"
                          60 m2
                        ",Yüksek Giriş,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,20.000 TL,,,
115060-628,26-03-2023,None,None,2 + 1,"
                          83 m2
                        ",4. Kat,3 Yaşında,Kombi,12 Katlı,Eşyalı,1,,,Boş,25 TL,,,"Doğu, Batı",,,Uygun değil,,
23051-9194,26-03-2023,None,None,1 + 1,"
                          55 m2
                        ",2. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,"Kuzey, Güney",,,,,
126170-469,30-03-2023,None,None,1 + 1,"
                          65 m2
                        ",7. Kat,5 Yaşında,Kombi,19 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,425 TL,Doğalgaz,Evet,Güney,,,,,
1096-68118,24-03-2023,None,None,5 + 1,"
                          225 m2
                        ",Çatı Katı,25 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,3,Betonarme,İkinci El,Boş,,Doğalgaz,Evet,Güney,,180.000 TL,,,
5632-7953,29-03-2023,None,None,3 + 1,"
                          140 m2
                        ",5. Kat,4 Yaşında,Kombi,8 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,500 TL,Doğalgaz,Evet,"Güney, Doğu",,90.000 TL,,,
39781-4662,30-03-2023,None,None,1 + 1,"
                          70 m2
                        ",2. Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,Doğalgaz,Evet,,,20.000 TL,,,
77755-1462,31-03-2023,None,None,2 + 1,"
                          108 m2
                        ",3. Kat,33 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,98 TL,Doğalgaz,Evet,,,,,,
47233-574,27-03-2023,None,None,2 + 1,"
                          80 m2
                        ",1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,Doğalgaz,,Doğu,,,,,
