İlan no,Son Güncelleme Tarihi,İlan Durumu,Konut Şekli,Oda + Salon Sayısı,Brüt / Net M2,Bulunduğu Kat,Bina Yaşı,Isınma Tipi,Kat Sayısı,Eşya Durumu,Banyo Sayısı,Yapı Tipi,Yapının Durumu,Kullanım Durumu,Aidat,Depozito,Yakıt Tipi,Yetkili Ofis,Price,Cephe,Site İçerisinde,Krediye Uygunluk,Tapu Durumu,Takas
128756-288,01-04-2023,None,None,2 + 1,                          90 m2                        ,Ara Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,,Doğalgaz,Evet,13.000TL,Güney,,,,
18009-3491,31-03-2023,None,None,2 + 1,                          90 m2                        ,Ara Kat,25 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,9.000 TL,Doğalgaz,Evet,10.000TL,"Kuzey, Güney",,,,
62242-667,01-04-2023,None,None,1 + 1,                          55 m2                        ,Bahçe Katı,10 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,100 TL,17.000 TL,Doğalgaz,Evet,7.500TL,,,,,
49474-2813,30-03-2023,None,None,3 + 1,                          155 m2                        ,1. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Mülk Sahibi,35 TL,12.000 TL,,Evet,10.050TL,Güney,,,,
15819-313,28-03-2023,None,None,3 + 1,                          180 m2                        ,1. Kat,25 Yaşında,Merkezi,6 Katlı,,2,Betonarme,İkinci El,Boş,,100.000 TL,Doğalgaz,Evet,50.000TL,,,,,
6428-5507,01-04-2023,None,None,2 + 1,                          80 m2                        ,Yüksek Giriş,33 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,7.000TL,Güney,,,,
29820-2000,31-03-2023,None,None,2 + 1,                          90 m2                        ,Yüksek Giriş,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,40 TL,12.000 TL,Doğalgaz,,11.500TL,"Güney, Batı",,,,
4417-4941,31-03-2023,None,None,2 + 1,                          90 m2                        ,4. Kat,35 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,12.500TL,,,,,
1924-11222,30-03-2023,None,None,2 + 1,                          85 m2                        ,3. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,11.000 TL,Doğalgaz,Evet,11.000TL,Güney,,,,
10000-16179,01-04-2023,None,None,1 + 1,                          75 m2                        ,4. Kat,5 Yaşında,Klima,13 Katlı,Eşyalı Değil,1,,,Boş,1.100 TL,,,Evet,13.500TL,Güney,,,,
4497-3783,27-03-2023,None,None,1 + 1,                          75 m2                        ,Giriş Katı,40 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,,Boş,,30.000 TL,,Evet,15.000TL,,,,,
4535-6169,31-03-2023,None,None,2 + 1,                          100 m2                        ,1. Kat,25 Yaşında,Kombi,3 Katlı,,1,Betonarme,İkinci El,Boş,100 TL,12.000 TL,Doğalgaz,,12.000TL,"Güney, Doğu",,,,
17780-18754,27-03-2023,None,None,4 + 2,                          310 m2                        ,3. Kat,14 Yaşında,Kombi,3 Katlı,Eşyalı Değil,3,Betonarme,,Boş,,,Doğalgaz,Evet,50.000TL,,,,,
34488-4904,01-04-2023,None,None,1 + 1,                          65 m2                        ,3. Kat,Sıfır Bina,Merkezi (Pay Ölçer),15 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,2.000 TL,14.500 TL,Doğalgaz,Evet,14.500TL,,,,,
115709-678,30-03-2023,None,None,2 + 1,                          80 m2                        ,Bahçe Katı,31 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,50 TL,,,,13.000TL,Güney,,,,
71777-1098,01-04-2023,None,None,2 + 1,                          80 m2                        ,Çatı Katı,14 Yaşında,Isıtma Yok,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,,Elektrik,,6.500TL,Güney,,,,
87327-521,01-04-2023,None,None,4 + 1,                          280 m2                        ,Bahçe Katı,5 Yaşında,Kombi,2 Katlı,Eşyalı,3,Betonarme,İkinci El,Kiracılı,1.800 TL,,Doğalgaz,Evet,85.000TL,"Güney, Doğu, Batı",,,,
2588-2503,31-03-2023,None,None,2 + 1,                          110 m2                        ,3. Kat,40 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,29.000TL,,,,,
5575-12648,31-03-2023,None,None,5 + 1,                          320 m2                        ,4. Kat,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,4,Betonarme,İkinci El,Boş,,,Doğalgaz,,150.000TL,"Güney, Batı",Evet (Site Adı Belirtilmemiş),,,
107215-1281,01-04-2023,None,None,1 + 1,                          80 m2                        ,En Üst Kat,36 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,8.000 TL,Doğalgaz,Evet,7.000TL,Güney,,,,
31470-1123,01-04-2023,None,None,3 + 1,                          140 m2                        ,2. Kat,31 Yaşında,Merkezi (Pay Ölçer),4 Katlı,Eşyalı Değil,1,,,Boş,,,,,25.000TL,"Doğu, Batı",,Uygun değil,,
5459-4775,28-03-2023,None,None,2 + 1,                          90 m2                        ,3. Kat,26 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,,Boş,,,Doğalgaz,Evet,8.000TL,,,,,
132179-62,28-03-2023,None,None,1 + 1,                          65 m2                        ,3. Kat,25 Yaşında,Kombi,4 Katlı,Eşyalı Değil,11,Betonarme,İkinci El,Boş,40 TL,9.000 TL,Doğalgaz,,9.000TL,"Güney, Batı",,,,
23051-9216,28-03-2023,None,None,2 + 1,                          85 m2                        ,3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,10.000 TL,Doğalgaz,Evet,10.000TL,Kuzey,,,,
88293-2408,31-03-2023,None,None,1 + 1,                          60 m2                        ,1. Kat,6 Yaşında,Kombi,11 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Kiracılı,70 TL,,Doğalgaz,Evet,1.425.000TL,,,,,
111128-673,31-03-2023,None,None,1 + 1,                          85 m2                        ,Kot 1,8 Yaşında,Merkezi (Pay Ölçer),24 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,,,Doğalgaz,Evet,14.800TL,"Güney, Doğu",Venezia Mega Konutları,,,
71322-697,31-03-2023,None,None,3 + 1,                          140 m2                        ,En Üst Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,15.000TL,,,,,
4369-38440,30-03-2023,None,None,2 + 1,                          90 m2                        ,1. Kat,5 Yaşında,Kombi,4 Katlı,Eşyalı,1,,,Boş,,,,,15.000TL,"Doğu, Batı",,Uygun değil,,
44825-4987,01-04-2023,None,None,2 + 1,                          100 m2                        ,En Üst Kat,35 Yaşında,Merkezi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,10.000TL,"Güney, Batı",,,,
2845-4173,30-03-2023,None,None,2 + 1,                          100 m2                        ,2. Kat,40 Yaşında,Merkezi,7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,23.000TL,"Güney, Doğu, Batı",,,,
126729-131,30-03-2023,None,None,3 + 1,                          119 m2                        ,Giriş Katı,30 Yaşında,Merkezi (Pay Ölçer),7 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,14.500 TL,Doğalgaz,Evet,14.000TL,Güney,,,,
62127-1166,31-03-2023,None,None,3 + 1,                          145 m2                        ,3. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,10.000 TL,Doğalgaz,Evet,10.000TL,"Kuzey, Güney",,,,
135650-62,31-03-2023,None,None,2 + 1,                          95 m2                        ,5. Kat,Sıfır Bina,Merkezi (Pay Ölçer),6 Katlı,Eşyalı Değil,1,,,Boş,,,,,8.200TL,Güney,,Uygun değil,,
132072-111,31-03-2023,None,None,1 + 0,                          25 m2                        ,5. Kat,11 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,1 TL,Doğalgaz,Evet,4.000TL,"Kuzey, Güney, Doğu, Batı",,,,
0-40559555,31-03-2023,None,None,2 + 1,                          100 m2                        ,4. Kat,30 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,15.000 TL,Doğalgaz,,15.000TL,,,,,
1672-4614,31-03-2023,None,None,3 + 1,                          110 m2                        ,1. Kat,31 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,,Boş,200 TL,17.000 TL,Doğalgaz,Evet,17.000TL,Güney,,,,
133547-71,29-03-2023,None,None,2 + 1,                          95 m2                        ,4. Kat,28 Yaşında,Kombi,5 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,9.000 TL,Doğalgaz,Evet,9.000TL,Güney,,,,
88804-890,27-03-2023,None,None,3 + 1,                          140 m2                        ,5. Kat,35 Yaşında,Merkezi,13 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,15.500 TL,Doğalgaz,Evet,15.500TL,"Güney, Batı",,,,
3680-1567,31-03-2023,None,None,3 + 1,                          120 m2                        ,1. Kat,40 Yaşında,Merkezi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.750 TL,,Doğalgaz,Evet,24.000TL,Güney,,,,
111424-732,25-03-2023,None,None,2 + 1,                          85 m2                        ,Ara Kat,15 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,9.500TL,,,,,
101355-1098,27-03-2023,None,None,1 + 1,                          195 m2                        ,21 ve üzeri,5 Yaşında,Merkezi (Pay Ölçer),29 Katlı,Eşyalı,1,,,Boş,,,,,14.000TL,,Medikule İstanbul,Uygun değil,,
27235-4964,25-03-2023,None,None,4 + 1,                          165 m2                        ,5. Kat,45 Yaşında,Merkezi,13 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,1.600 TL,56.000 TL,Doğalgaz,,28.000TL,"Kuzey, Doğu, Batı",,,,
124039-33,25-03-2023,None,None,1 + 1,                          70 m2                        ,21 ve üzeri,6 Yaşında,Merkezi (Pay Ölçer),30 Katlı,Eşyalı Değil,1,,İkinci El,Boş,1.800 TL,16.000 TL,Doğalgaz,Evet,16.000TL,Kuzey,,,,
134227-98,31-03-2023,None,None,2 + 1,                          85 m2                        ,2. Kat,15 Yaşında,Kombi,4 Katlı,,1,,,,,,,,12.000TL,,,,,
130033-365,25-03-2023,None,None,2 + 1,                          95 m2                        ,Bahçe Katı,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,11.000 TL,Doğalgaz,Evet,11.000TL,"Güney, Doğu",,,,
125358-153,27-03-2023,None,None,2 + 1,                          100 m2                        ,2. Kat,2 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,75 TL,,,,9.500TL,Güney,,Uygun değil,,
28207-1180,31-03-2023,None,None,4 + 2,                          250 m2                        ,6. Kat,38 Yaşında,Merkezi,6 Katlı,Eşyalı Değil,2,,,,,,,Evet,35.000TL,,,,,
22669-1083,30-03-2023,None,None,3 + 1,                          165 m2                        ,Ara Kat,35 Yaşında,Kombi,6 Katlı,Eşyalı Değil,1,Kagir,,Kiracılı,,2 TL,Doğalgaz,Evet,41.000TL,Güney,,,,
119878-297,28-03-2023,None,None,3 + 1,                          150 m2                        ,4. Kat,16 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,,,Boş,,,,,14.799TL,Güney,,,,
129657-147,25-03-2023,None,None,3 + 1,                          120 m2                        ,Ara Kat,22 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,70 TL,10.000 TL,Doğalgaz,Evet,8.500TL,Güney,,,,
126361-474,29-03-2023,None,None,1 + 1,                          70 m2                        ,Bahçe Katı,31 Yaşında,Kombi,6 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,25.000TL,,,,,
136928-33,01-04-2023,None,None,2 + 1,                          110 m2                        ,Ara Kat,21 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,10.500 TL,Doğalgaz,Evet,10.500TL,"Güney, Doğu",,,,
97167-1089,30-03-2023,None,None,3 + 1,                          187 m2                        ,21 ve üzeri,5 Yaşında,Fancoil Ünitesi,30 Katlı,Eşyalı,2,,,Boş,,,,,65.000TL,"Kuzey, Güney, Doğu, Batı",Ağaoğlu Maslak 1453,Uygun değil,,
26878-503,31-03-2023,None,None,1 + 0,                          45 m2                        ,Giriş Katı,25 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,20 TL,1.000 TL,Doğalgaz,Evet,500TL,Batı,,,,
45495-2726,31-03-2023,None,None,2 + 1,                          105 m2                        ,3. Kat,36 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,,,12.000 TL,Doğalgaz,Evet,8.000TL,,,,,
24811-27669,28-03-2023,None,None,4 + 1,                          160 m2                        ,8. Kat,31 Yaşında,Merkezi,8 Katlı,Eşyalı,2,Betonarme,İkinci El,Boş,733 TL,,Doğalgaz,,33.000TL,,,,,
33341-4127,01-04-2023,None,None,3 + 1,                          115 m2                        ,Ara Kat,35 Yaşında,Merkezi,2 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,22.000TL,,,,,
136991-4,01-04-2023,None,None,3 + 1,                          120 m2                        ,5. Kat,16 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,,,Boş,,,,,8.000TL,,,Uygun değil,,
136218-56,01-04-2023,None,None,3 + 1,                          130 m2                        ,3. Kat,20 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,14.000 TL,Doğalgaz,Evet,13.000TL,"Kuzey, Güney",,,,
3676-6699,31-03-2023,None,None,2 + 1,                          100 m2                        ,2. Kat,50 Yaşında,Merkezi,10 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,250 TL,,Doğalgaz,Evet,19.000TL,Güney,,,,
81137-8089,28-03-2023,None,None,2 + 1,                          77 m2                        ,21 ve üzeri,7 Yaşında,Merkezi (Pay Ölçer),33 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,19.500TL,,Ağaoğlu My Home Maslak,,,
5008-1641,31-03-2023,None,None,1 + 0,                          45 m2                        ,2. Kat,10 Yaşında,Kombi,10 Katlı,Eşyalı Değil,1,,Betonarme,Boş,,,Doğalgaz,,4.500TL,,,,,
23474-33407,26-03-2023,None,None,2 + 1,                          90 m2                        ,Bahçe Katı,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,10.000TL,,,,,
2831-2531,30-03-2023,None,None,3 + 1,                          100 m2                        ,4. Kat,40 Yaşında,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,350 TL,10.000 TL,Doğalgaz,Evet,10.000TL,"Kuzey, Batı",,,,
32754-3174,27-03-2023,None,None,3 + 1,                          150 m2                        ,1. Kat,35 Yaşında,Kombi,2 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Kiracılı,200 TL,65.000 TL,Doğalgaz,Evet,32.500TL,"Güney, Doğu",,,,
131618-112,31-03-2023,None,None,2 + 1,                          75 m2                        ,Yüksek Giriş,10 Yaşında,Kombi,3 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,50 TL,10.000 TL,Doğalgaz,Evet,9.500TL,Güney,,,,
89328-17430,30-03-2023,None,None,2 + 1,                          148 m2                        ,Bahçe Katı,Sıfır Bina,Merkezi (Pay Ölçer),9 Katlı,Eşyalı,2,,,Boş,,,,,45.000TL,"Güney, Batı",Avrupa Konutları Çamlıvadi,Uygun değil,,
2791-6713,30-03-2023,None,None,3 + 1,                          180 m2                        ,Ara Kat,17 Yaşında,Kombi,15 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,,25.000 TL,Doğalgaz,Evet,12.500TL,,,,,
26312-2450,30-03-2023,None,None,2 + 1,                          85 m2                        ,1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,20 TL,15.000 TL,Doğalgaz,Evet,12.500TL,Güney,,,,
31697-1337,01-04-2023,None,None,3 + 1,                          135 m2                        ,Ara Kat,Sıfır Bina,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,Sıfır,Boş,200 TL,20.000 TL,Doğalgaz,Evet,12.000TL,Güney,,,,
4230-1341,30-03-2023,None,None,2 + 1,                          100 m2                        ,6. Kat,51 Yaşında,Merkezi (Pay Ölçer),9 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,50.000 TL,Doğalgaz,Evet,25.000TL,"Doğu, Batı",,,,
84088-3857,27-03-2023,None,None,1 + 1,                          60 m2                        ,Yüksek Giriş,8 Yaşında,Merkezi (Pay Ölçer),12 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,20.000 TL,Doğalgaz,Evet,9.500TL,Güney,,,,
6019-2132,30-03-2023,None,None,3 + 1,                          120 m2                        ,3. Kat,7 Yaşında,Kombi,3 Katlı,Eşyalı Değil,2,Betonarme,,Boş,,15.000 TL,Doğalgaz,,15.000TL,Güney,,,,
128824-146,30-03-2023,None,None,2 + 1,                          80 m2                        ,Giriş Katı,5 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,17.000 TL,Doğalgaz,Evet,8.500TL,,,,,
47233-574,27-03-2023,None,None,2 + 1,                          80 m2                        ,1. Kat,40 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,,8.000TL,Doğu,,,,
44312-3595,31-03-2023,None,None,3 + 1,                          150 m2                        ,3. Kat,35 Yaşında,Kombi,5 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,100 TL,20.000 TL,Doğalgaz,Evet,17.500TL,"Güney, Batı",,,,
115547-287,01-04-2023,None,None,1 + 1,                          50 m2                        ,Bahçe Katı,30 Yaşında,Soba,3 Katlı,Eşyalı Değil,1,,,Boş,,3.000 TL,,Evet,3.000TL,,,,,
65708-922,30-03-2023,None,None,3 + 1,                          120 m2                        ,3. Kat,11 Yaşında,Kombi,4 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,150 TL,16.000 TL,Doğalgaz,Evet,16.000TL,Güney,,,,
77755-1702,01-04-2023,None,None,1 + 1,                          54 m2                        ,14. Kat,1 Yaşında,Kombi,14 Katlı,Eşyalı,1,Betonarme,,Boş,2.181 TL,,Doğalgaz,Evet,19.490TL,,,,,
73540-9927,29-03-2023,None,None,2 + 1,                          90 m2                        ,Bahçe Katı,10 Yaşında,Kombi,3 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,14.000 TL,Doğalgaz,Evet,13.000TL,"Güney, Doğu",,,,
125654-908,01-04-2023,None,None,3 + 1,                          100 m2                        ,Giriş Katı,20 Yaşında,Kombi,5 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,7.500 TL,Doğalgaz,Evet,7.500TL,Güney,,,,
23185-4181,27-03-2023,None,None,2 + 1,                          60 m2                        ,3. Kat,50 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,50 TL,,Doğalgaz,Evet,18.000TL,,,,,
32918-5796,31-03-2023,None,None,3 + 1,                          180 m2                        ,5. Kat,25 Yaşında,Kombi,8 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,18.500 TL,Doğalgaz,Evet,18.500TL,Güney,,,,
1599-10364,31-03-2023,None,None,2 + 1,                          105 m2                        ,3. Kat,36 Yaşında,Kombi,3 Katlı,,1,Betonarme,İkinci El,Boş,50 TL,,Doğalgaz,Evet,9.000TL,Güney,,,,
119921-475,01-04-2023,None,None,1 + 1,                          87 m2                        ,1. Kat,Sıfır Bina,Merkezi,4 Katlı,Eşyalı Değil,1,Betonarme,Sıfır,Boş,,2 TL,Elektrik,Evet,22.500TL,Güney,,,,
5048-1588,30-03-2023,None,None,3 + 1,                          150 m2                        ,1. Kat,30 Yaşında,Kombi,4 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,26.000TL,,,,,
1757-3052,30-03-2023,None,None,1 + 0,                          40 m2                        ,10. Kat,4 Yaşında,Merkezi,40 Katlı,Eşyalı Değil,1,Betonarme,İkinci El,Boş,,,Doğalgaz,Evet,22.000TL,,Skyland İstanbul,,,
136926-7,30-03-2023,None,None,1 + 1,                          60 m2                        ,4. Kat,15 Yaşında,Merkezi (Pay Ölçer),26 Katlı,Eşyalı,1,Betonarme,İkinci El,Boş,1.300 TL,36.000 TL,Doğalgaz,Evet,19.000TL,"Kuzey, Güney, Batı",Mall Off İstanbul,,,
65991-1197,28-03-2023,None,None,1 + 1,                          80 m2                        ,6. Kat,4 Yaşında,Kombi,30 Katlı,Eşyalı,1,Çelik,İkinci El,,,12.000 TL,Doğalgaz,Evet,6.000TL,"Güney, Doğu",,,,
131900-132,31-03-2023,None,None,5 + 1,                          270 m2                        ,En Üst Kat,Sıfır Bina,Kombi,5 Katlı,Eşyalı Değil,2,,Sıfır,Boş,,220.000 TL,Doğalgaz,Evet,110.000TL,,,,,
131900-132,31-03-2023,None,None,5 + 1,                          270 m2                        ,En Üst Kat,Sıfır Bina,Kombi,5 Katlı,Eşyalı Değil,2,,Sıfır,Boş,,220.000 TL,Doğalgaz,Evet,110.000TL,,,,,
132733-268,01-04-2023,None,None,1 + 0,                          40 m2                        ,8. Kat,4 Yaşında,Merkezi (Pay Ölçer),10 Katlı,Eşyalı,1,Betonarme,Sıfır,Boş,720 TL,10.000 TL,Doğalgaz,Evet,5.000TL,,Rüya Yaşam Evleri,,,
26073-2894,31-03-2023,None,None,3 + 1,                          180 m2                        ,7. Kat,20 Yaşında,Kombi,10 Katlı,Eşyalı Değil,2,Betonarme,İkinci El,Boş,250 TL,25.000 TL,Doğalgaz,Evet,12.500TL,"Güney, Doğu",,,,
